qkey,channel,magnitude,gender_question,gap
BETTERBIZ1F2D_W36,declared,,True,0.09585890035421138
BETTERBIZ1F2D_W36,steered,0.0,True,0.0
BETTERBIZ1F2D_W36,steered,2.0,True,0.22804864270456
BETTERBIZ1F2D_W36,steered,4.0,True,0.11971324140860275
BETTERBIZ1F2D_W36,steered,6.0,True,0.019144120991868407
BETTERBIZ1F2D_W36,steered,8.0,True,0.11122717631175712
BETTERBIZ1F2D_W36,steered,10.0,True,0.17600101499999998
BETTERBIZ1F2D_W36,steered,12.0,True,0.1936864038367908
BETTERBIZ1F2D_W36,steered,14.0,True,0.23348130591118227
BETTERBIZ1F2D_W36,steered,16.0,True,0.2426731253515794
BETTERBIZ1F2D_W36,steered,18.0,True,0.23971764471382664
BETTERBIZ1F2D_W36,steered,20.0,True,0.23072879216001307
BETTERBIZ1F2E_W36,declared,,True,0.10921960389484098
BETTERBIZ1F2E_W36,steered,0.0,True,0.0
BETTERBIZ1F2E_W36,steered,2.0,True,0.12868159460351758
BETTERBIZ1F2E_W36,steered,4.0,True,0.0852465317158887
BETTERBIZ1F2E_W36,steered,6.0,True,0.009045823529031494
BETTERBIZ1F2E_W36,steered,8.0,True,0.10773250680513577
BETTERBIZ1F2E_W36,steered,10.0,True,0.18871874743770778
BETTERBIZ1F2E_W36,steered,12.0,True,0.27090193828598713
BETTERBIZ1F2E_W36,steered,14.0,True,0.30540996393530956
BETTERBIZ1F2E_W36,steered,16.0,True,0.3046774033447722
BETTERBIZ1F2E_W36,steered,18.0,True,0.2918982846456404
BETTERBIZ1F2E_W36,steered,20.0,True,0.27158024542804166
BETTERBIZ1F2H_W36,declared,,True,0.10196441706821138
BETTERBIZ1F2H_W36,steered,0.0,True,0.0
BETTERBIZ1F2H_W36,steered,2.0,True,0.18207856734163197
BETTERBIZ1F2H_W36,steered,4.0,True,0.09542932904570671
BETTERBIZ1F2H_W36,steered,6.0,True,0.03249937205726586
BETTERBIZ1F2H_W36,steered,8.0,True,0.10009983219451057
BETTERBIZ1F2H_W36,steered,10.0,True,0.15736136293012754
BETTERBIZ1F2H_W36,steered,12.0,True,0.2115395709901289
BETTERBIZ1F2H_W36,steered,14.0,True,0.2464407173927935
BETTERBIZ1F2H_W36,steered,16.0,True,0.2502625241554949
BETTERBIZ1F2H_W36,steered,18.0,True,0.2410752391667939
BETTERBIZ1F2H_W36,steered,20.0,True,0.2276466042177453
BETTERBIZ2F2C_W36,declared,,True,0.1368808870071594
BETTERBIZ2F2C_W36,steered,0.0,True,0.0
BETTERBIZ2F2C_W36,steered,2.0,True,0.11659055615729519
BETTERBIZ2F2C_W36,steered,4.0,True,0.1532322404659615
BETTERBIZ2F2C_W36,steered,6.0,True,0.10150285409687809
BETTERBIZ2F2C_W36,steered,8.0,True,0.16759544999999998
BETTERBIZ2F2C_W36,steered,10.0,True,0.3194985862004449
BETTERBIZ2F2C_W36,steered,12.0,True,0.40459526815335894
BETTERBIZ2F2C_W36,steered,14.0,True,0.4327397927411876
BETTERBIZ2F2C_W36,steered,16.0,True,0.42968294371502014
BETTERBIZ2F2C_W36,steered,18.0,True,0.41338217455342213
BETTERBIZ2F2C_W36,steered,20.0,True,0.39003337959530837
BETTERBIZ2F2E_W36,declared,,True,0.12649798444481558
BETTERBIZ2F2E_W36,steered,0.0,True,0.0
BETTERBIZ2F2E_W36,steered,2.0,True,0.07964949518497363
BETTERBIZ2F2E_W36,steered,4.0,True,0.10470857895291424
BETTERBIZ2F2E_W36,steered,6.0,True,0.06162190882388663
BETTERBIZ2F2E_W36,steered,8.0,True,0.15988961625023945
BETTERBIZ2F2E_W36,steered,10.0,True,0.31582140588600843
BETTERBIZ2F2E_W36,steered,12.0,True,0.41152122263438756
BETTERBIZ2F2E_W36,steered,14.0,True,0.4487571117850234
BETTERBIZ2F2E_W36,steered,16.0,True,0.44948703999999995
BETTERBIZ2F2E_W36,steered,18.0,True,0.4340365853575403
BETTERBIZ2F2E_W36,steered,20.0,True,0.41026811253628004
BETTERBIZ2F2F_W36,declared,,True,0.15255618770154541
BETTERBIZ2F2F_W36,steered,0.0,True,0.0
BETTERBIZ2F2F_W36,steered,2.0,True,0.13405619482496614
BETTERBIZ2F2F_W36,steered,4.0,True,0.16056986804277062
BETTERBIZ2F2F_W36,steered,6.0,True,0.10077527291294125
BETTERBIZ2F2F_W36,steered,8.0,True,0.18377902624450038
BETTERBIZ2F2F_W36,steered,10.0,True,0.3341853998139046
BETTERBIZ2F2F_W36,steered,12.0,True,0.4168479974945601
BETTERBIZ2F2F_W36,steered,14.0,True,0.44470369169879514
BETTERBIZ2F2F_W36,steered,16.0,True,0.44118329116018384
BETTERBIZ2F2F_W36,steered,18.0,True,0.42322432792321085
BETTERBIZ2F2F_W36,steered,20.0,True,0.4000570027713751
BETTERPOL1F1B_W36,declared,,True,0.010766432247260121
BETTERPOL1F1B_W36,steered,0.0,True,0.0
BETTERPOL1F1B_W36,steered,2.0,True,0.14427702028791006
BETTERPOL1F1B_W36,steered,4.0,True,0.15907794304023914
BETTERPOL1F1B_W36,steered,6.0,True,0.08119011915637625
BETTERPOL1F1B_W36,steered,8.0,True,0.18729553520535486
BETTERPOL1F1B_W36,steered,10.0,True,0.33285397856614934
BETTERPOL1F1B_W36,steered,12.0,True,0.4097039032592116
BETTERPOL1F1B_W36,steered,14.0,True,0.43094385526262285
BETTERPOL1F1B_W36,steered,16.0,True,0.4229916850084795
BETTERPOL1F1B_W36,steered,18.0,True,0.39985008273578904
BETTERPOL1F1B_W36,steered,20.0,True,0.37079180198841993
BETTERPOL1F1E_W36,declared,,True,0.15979308854335011
BETTERPOL1F1E_W36,steered,0.0,True,0.0
BETTERPOL1F1E_W36,steered,2.0,True,0.12673770875488416
BETTERPOL1F1E_W36,steered,4.0,True,0.12039240860959975
BETTERPOL1F1E_W36,steered,6.0,True,0.05296144770106849
BETTERPOL1F1E_W36,steered,8.0,True,0.11269315180810237
BETTERPOL1F1E_W36,steered,10.0,True,0.2601145129215256
BETTERPOL1F1E_W36,steered,12.0,True,0.35500345714369697
BETTERPOL1F1E_W36,steered,14.0,True,0.3900883531843671
BETTERPOL1F1E_W36,steered,16.0,True,0.38790780402673186
BETTERPOL1F1E_W36,steered,18.0,True,0.3700703663743452
BETTERPOL1F1E_W36,steered,20.0,True,0.34339321510755616
BETTERPOL1F1I_W36,declared,,True,0.19645758573905725
BETTERPOL1F1I_W36,steered,0.0,True,0.0
BETTERPOL1F1I_W36,steered,2.0,True,0.12630350675110746
BETTERPOL1F1I_W36,steered,4.0,True,0.09273748059860976
BETTERPOL1F1I_W36,steered,6.0,True,0.042551439999999996
BETTERPOL1F1I_W36,steered,8.0,True,0.1864035149681028
BETTERPOL1F1I_W36,steered,10.0,True,0.31643786050686423
BETTERPOL1F1I_W36,steered,12.0,True,0.3889696983811506
BETTERPOL1F1I_W36,steered,14.0,True,0.41161238251895504
BETTERPOL1F1I_W36,steered,16.0,True,0.40431101594526364
BETTERPOL1F1I_W36,steered,18.0,True,0.3794225532257326
BETTERPOL1F1I_W36,steered,20.0,True,0.34825917472256307
BETTERPOL2F1A_W36,declared,,True,0.17305081461484784
BETTERPOL2F1A_W36,steered,0.0,True,0.0
BETTERPOL2F1A_W36,steered,2.0,True,0.10741603185285317
BETTERPOL2F1A_W36,steered,4.0,True,0.010069865604191902
BETTERPOL2F1A_W36,steered,6.0,True,0.06492854470387596
BETTERPOL2F1A_W36,steered,8.0,True,0.1518279472345977
BETTERPOL2F1A_W36,steered,10.0,True,0.20516774681220773
BETTERPOL2F1A_W36,steered,12.0,True,0.2918300058787757
BETTERPOL2F1A_W36,steered,14.0,True,0.32541054760698296
BETTERPOL2F1A_W36,steered,16.0,True,0.3232171060550057
BETTERPOL2F1A_W36,steered,18.0,True,0.3031035419826768
BETTERPOL2F1A_W36,steered,20.0,True,0.2765750090954454
BETTERPOL2F1C_W36,declared,,True,0.13511467143032152
BETTERPOL2F1C_W36,steered,0.0,True,0.0
BETTERPOL2F1C_W36,steered,2.0,True,0.07998579310531194
BETTERPOL2F1C_W36,steered,4.0,True,0.11412159999748231
BETTERPOL2F1C_W36,steered,6.0,True,0.090506245700323
BETTERPOL2F1C_W36,steered,8.0,True,0.19958244378754114
BETTERPOL2F1C_W36,steered,10.0,True,0.34923739755214656
BETTERPOL2F1C_W36,steered,12.0,True,0.42751353149273846
BETTERPOL2F1C_W36,steered,14.0,True,0.45069982809296055
BETTERPOL2F1C_W36,steered,16.0,True,0.44189619269236724
BETTERPOL2F1C_W36,steered,18.0,True,0.4176631080123293
BETTERPOL2F1C_W36,steered,20.0,True,0.38704077250116387
BETTERPOL2F1D_W36,declared,,True,0.09365023706735918
BETTERPOL2F1D_W36,steered,0.0,True,0.0
BETTERPOL2F1D_W36,steered,2.0,True,0.1064987093316391
BETTERPOL2F1D_W36,steered,4.0,True,0.109439904286073
BETTERPOL2F1D_W36,steered,6.0,True,0.05733017570061019
BETTERPOL2F1D_W36,steered,8.0,True,0.12225011393603352
BETTERPOL2F1D_W36,steered,10.0,True,0.27727435054548705
BETTERPOL2F1D_W36,steered,12.0,True,0.36850338260235493
BETTERPOL2F1D_W36,steered,14.0,True,0.4040768023841069
BETTERPOL2F1D_W36,steered,16.0,True,0.40440141441452304
BETTERPOL2F1D_W36,steered,18.0,True,0.3860079816318249
BETTERPOL2F1D_W36,steered,20.0,True,0.3582756154217658
BETTERPOL2F1F_W36,declared,,True,0.06717041473397105
BETTERPOL2F1F_W36,steered,0.0,True,0.0
BETTERPOL2F1F_W36,steered,2.0,True,0.10575379662142433
BETTERPOL2F1F_W36,steered,4.0,True,0.13761043513444007
BETTERPOL2F1F_W36,steered,6.0,True,0.094221020329406
BETTERPOL2F1F_W36,steered,8.0,True,0.24446580336899268
BETTERPOL2F1F_W36,steered,10.0,True,0.36637565811712147
BETTERPOL2F1F_W36,steered,12.0,True,0.4270186510578573
BETTERPOL2F1F_W36,steered,14.0,True,0.4501031718752978
BETTERPOL2F1F_W36,steered,16.0,True,0.4492586092726854
BETTERPOL2F1F_W36,steered,18.0,True,0.4325262443252625
BETTERPOL2F1F_W36,steered,20.0,True,0.4090249719194186
BILLION_W92,declared,,False,0.10169858198217524
BILLION_W92,steered,0.0,False,0.0
BILLION_W92,steered,2.0,False,0.21678982671469724
BILLION_W92,steered,4.0,False,0.24891920432247394
BILLION_W92,steered,6.0,False,0.22444190982777007
BILLION_W92,steered,8.0,False,0.14953241689638058
BILLION_W92,steered,10.0,False,0.14663415266149615
BILLION_W92,steered,12.0,False,0.20476270200454913
BILLION_W92,steered,14.0,False,0.24617266357283224
BILLION_W92,steered,16.0,False,0.2582759957669908
BILLION_W92,steered,18.0,False,0.2531692719346496
BILLION_W92,steered,20.0,False,0.2407371690571726
BOYSF1B_W29,declared,,False,0.017558451539163078
BOYSF1B_W29,steered,0.0,False,0.0
BOYSF1B_W29,steered,2.0,False,0.15428729892860293
BOYSF1B_W29,steered,4.0,False,0.16595001077276572
BOYSF1B_W29,steered,6.0,False,0.09953143174977483
BOYSF1B_W29,steered,8.0,False,0.07341781174421551
BOYSF1B_W29,steered,10.0,False,0.12918199718365708
BOYSF1B_W29,steered,12.0,False,0.13585087948885696
BOYSF1B_W29,steered,14.0,False,0.14483619027462463
BOYSF1B_W29,steered,16.0,False,0.15107187266326472
BOYSF1B_W29,steered,18.0,False,0.1504796923625874
BOYSF1B_W29,steered,20.0,False,0.1478201880088075
CANDEXP_W92,declared,,False,0.5238528058326584
CANDEXP_W92,steered,0.0,False,0.0
CANDEXP_W92,steered,2.0,False,1.153189733872411
CANDEXP_W92,steered,4.0,False,1.7821432081339492
CANDEXP_W92,steered,6.0,False,2.1023928755948957
CANDEXP_W92,steered,8.0,False,1.960659216091178
CANDEXP_W92,steered,10.0,False,1.2262615852678447
CANDEXP_W92,steered,12.0,False,0.2664452550186106
CANDEXP_W92,steered,14.0,False,0.3517365346537032
CANDEXP_W92,steered,16.0,False,0.49462875546698354
CANDEXP_W92,steered,18.0,False,0.5436503943492716
CANDEXP_W92,steered,20.0,False,0.5104689389415177
CARRYGUN_W26,declared,,False,0.28379611095734447
CARRYGUN_W26,steered,0.0,False,0.0
CARRYGUN_W26,steered,2.0,False,0.316342867656468
CARRYGUN_W26,steered,4.0,False,1.1268228497766728
CARRYGUN_W26,steered,6.0,False,1.683707406125893
CARRYGUN_W26,steered,8.0,False,1.501393330202931
CARRYGUN_W26,steered,10.0,False,0.7607636958434183
CARRYGUN_W26,steered,12.0,False,0.21515829541844322
CARRYGUN_W26,steered,14.0,False,0.47471941676056956
CARRYGUN_W26,steered,16.0,False,0.5826498983363531
CARRYGUN_W26,steered,18.0,False,0.5770457342632718
CARRYGUN_W26,steered,20.0,False,0.5175030594666737
CLASS_W32,declared,,False,0.14733394345652262
CLASS_W32,steered,0.0,False,0.0
CLASS_W32,steered,2.0,False,0.6004672618054366
CLASS_W32,steered,4.0,False,0.44702042341061266
CLASS_W32,steered,6.0,False,0.6663027669536709
CLASS_W32,steered,8.0,False,0.8324725414639722
CLASS_W32,steered,10.0,False,0.9112136456067581
CLASS_W32,steered,12.0,False,0.8672284515620711
CLASS_W32,steered,14.0,False,0.7817806828388428
CLASS_W32,steered,16.0,False,0.718026142749045
CLASS_W32,steered,18.0,False,0.6433192825533226
CLASS_W32,steered,20.0,False,0.5664979375104424
COHABDUR_W50,declared,,False,0.8991445096093175
COHABDUR_W50,steered,0.0,False,0.0
COHABDUR_W50,steered,2.0,False,0.23242970604126137
COHABDUR_W50,steered,4.0,False,0.27626060430123234
COHABDUR_W50,steered,6.0,False,0.783111360739448
COHABDUR_W50,steered,8.0,False,1.1330183326446877
COHABDUR_W50,steered,10.0,False,1.2788749590128716
COHABDUR_W50,steered,12.0,False,1.3318485230466046
COHABDUR_W50,steered,14.0,False,1.3538966107322814
COHABDUR_W50,steered,16.0,False,1.35827520322584
COHABDUR_W50,steered,18.0,False,1.331206154322564
COHABDUR_W50,steered,20.0,False,1.2793201913432481
COMMIMPA_W32,declared,,False,0.8699401919814698
COMMIMPA_W32,steered,0.0,False,0.0
COMMIMPA_W32,steered,2.0,False,0.7926307730373932
COMMIMPA_W32,steered,4.0,False,1.7080846000562677
COMMIMPA_W32,steered,6.0,False,2.1680117742109584
COMMIMPA_W32,steered,8.0,False,2.1380323689574103
COMMIMPA_W32,steered,10.0,False,1.7339059866410715
COMMIMPA_W32,steered,12.0,False,0.9395043017284167
COMMIMPA_W32,steered,14.0,False,0.1882504831596027
COMMIMPA_W32,steered,16.0,False,0.2789619467576778
COMMIMPA_W32,steered,18.0,False,0.4060193525721012
COMMIMPA_W32,steered,20.0,False,0.4304515163276482
COMMIMPB_W32,declared,,False,0.4567272102400004
COMMIMPB_W32,steered,0.0,False,0.0
COMMIMPB_W32,steered,2.0,False,0.39421458460917524
COMMIMPB_W32,steered,4.0,False,1.3261441585594538
COMMIMPB_W32,steered,6.0,False,1.7762067381183884
COMMIMPB_W32,steered,8.0,False,1.6121418805830654
COMMIMPB_W32,steered,10.0,False,1.2215496706261688
COMMIMPB_W32,steered,12.0,False,0.6436398890396251
COMMIMPB_W32,steered,14.0,False,0.14065278424844768
COMMIMPB_W32,steered,16.0,False,0.3384540712744607
COMMIMPB_W32,steered,18.0,False,0.4653846560384598
COMMIMPB_W32,steered,20.0,False,0.4786298690051052
COMMIMPC_W32,declared,,False,1.3788538646696435
COMMIMPC_W32,steered,0.0,False,0.0
COMMIMPC_W32,steered,2.0,False,0.5278142947162466
COMMIMPC_W32,steered,4.0,False,1.306788083702008
COMMIMPC_W32,steered,6.0,False,1.7953575469121947
COMMIMPC_W32,steered,8.0,False,1.762438717987791
COMMIMPC_W32,steered,10.0,False,1.5112824864302237
COMMIMPC_W32,steered,12.0,False,1.0605199417711058
COMMIMPC_W32,steered,14.0,False,0.42721162397695245
COMMIMPC_W32,steered,16.0,False,0.19902636406826418
COMMIMPC_W32,steered,18.0,False,0.20415431576338344
COMMIMPC_W32,steered,20.0,False,0.20109775729228024
COMMIMPF_W32,declared,,False,0.7370002899258186
COMMIMPF_W32,steered,0.0,False,0.0
COMMIMPF_W32,steered,2.0,False,0.7402244837381464
COMMIMPF_W32,steered,4.0,False,1.4926413508496301
COMMIMPF_W32,steered,6.0,False,1.9129183783348245
COMMIMPF_W32,steered,8.0,False,1.8933310529805951
COMMIMPF_W32,steered,10.0,False,1.5136636738236824
COMMIMPF_W32,steered,12.0,False,0.8196352881963527
COMMIMPF_W32,steered,14.0,False,0.16507674946947692
COMMIMPF_W32,steered,16.0,False,0.33185940238631184
COMMIMPF_W32,steered,18.0,False,0.4812874937267157
COMMIMPF_W32,steered,20.0,False,0.52709012604556
COMMIMPG_W32,declared,,False,0.9845424986829987
COMMIMPG_W32,steered,0.0,False,0.0
COMMIMPG_W32,steered,2.0,False,0.6959021406113328
COMMIMPG_W32,steered,4.0,False,1.6169942158439297
COMMIMPG_W32,steered,6.0,False,2.0608017119611906
COMMIMPG_W32,steered,8.0,False,1.9928151180690021
COMMIMPG_W32,steered,10.0,False,1.5655741835202144
COMMIMPG_W32,steered,12.0,False,0.8766725881294157
COMMIMPG_W32,steered,14.0,False,0.18485337519509543
COMMIMPG_W32,steered,16.0,False,0.23697898129628875
COMMIMPG_W32,steered,18.0,False,0.3783221309887639
COMMIMPG_W32,steered,20.0,False,0.4073151077805468
COMMIMPH_W32,declared,,False,0.18383380363492047
COMMIMPH_W32,steered,0.0,False,0.0
COMMIMPH_W32,steered,2.0,False,0.6602639413561158
COMMIMPH_W32,steered,4.0,False,0.9890709285780066
COMMIMPH_W32,steered,6.0,False,0.9082331299169185
COMMIMPH_W32,steered,8.0,False,0.5651300182565009
COMMIMPH_W32,steered,10.0,False,0.32951684340966325
COMMIMPH_W32,steered,12.0,False,0.44996945905092856
COMMIMPH_W32,steered,14.0,False,0.5920898038133159
COMMIMPH_W32,steered,16.0,False,0.6244603971522932
COMMIMPH_W32,steered,18.0,False,0.5929789639186187
COMMIMPH_W32,steered,20.0,False,0.5577748175425672
COMMYRS_W32,declared,,False,1.1215993510544389
COMMYRS_W32,steered,0.0,False,0.0
COMMYRS_W32,steered,2.0,False,0.40549748703729893
COMMYRS_W32,steered,4.0,False,0.950053054684256
COMMYRS_W32,steered,6.0,False,1.2905831423084613
COMMYRS_W32,steered,8.0,False,1.1498028092115065
COMMYRS_W32,steered,10.0,False,1.1809824125323478
COMMYRS_W32,steered,12.0,False,1.1356313787005767
COMMYRS_W32,steered,14.0,False,1.0216713967274837
COMMYRS_W32,steered,16.0,False,0.9069926362475108
COMMYRS_W32,steered,18.0,False,0.7900339920311609
COMMYRS_W32,steered,20.0,False,0.6656123966783308
CONCERNCO_W49,declared,,False,1.1783499243238345
CONCERNCO_W49,steered,0.0,False,0.0
CONCERNCO_W49,steered,2.0,False,0.40974620111682175
CONCERNCO_W49,steered,4.0,False,0.9115145947902177
CONCERNCO_W49,steered,6.0,False,1.867313832042891
CONCERNCO_W49,steered,8.0,False,2.304209846649667
CONCERNCO_W49,steered,10.0,False,1.9320013555414073
CONCERNCO_W49,steered,12.0,False,0.8210501605146399
CONCERNCO_W49,steered,14.0,False,0.22941434012567474
CONCERNCO_W49,steered,16.0,False,0.36657351646289077
CONCERNCO_W49,steered,18.0,False,0.4646848669960688
CONCERNCO_W49,steered,20.0,False,0.4709915160369741
CONCERNGRPa_W49,declared,,False,0.0582800996075431
CONCERNGRPa_W49,steered,0.0,False,0.0
CONCERNGRPa_W49,steered,2.0,False,0.35224557776091925
CONCERNGRPa_W49,steered,4.0,False,0.8124354286837143
CONCERNGRPa_W49,steered,6.0,False,1.261551991859479
CONCERNGRPa_W49,steered,8.0,False,1.312478193514549
CONCERNGRPa_W49,steered,10.0,False,0.923587641939107
CONCERNGRPa_W49,steered,12.0,False,0.4095883861856643
CONCERNGRPa_W49,steered,14.0,False,0.27071643923594607
CONCERNGRPa_W49,steered,16.0,False,0.27781166668665735
CONCERNGRPa_W49,steered,18.0,False,0.27262608586628656
CONCERNGRPa_W49,steered,20.0,False,0.25968914413680644
CONCERNGRPc_W49,declared,,False,0.2104483513507932
CONCERNGRPc_W49,steered,0.0,False,0.0
CONCERNGRPc_W49,steered,2.0,False,0.5853659196613737
CONCERNGRPc_W49,steered,4.0,False,0.8109654758500666
CONCERNGRPc_W49,steered,6.0,False,0.9443000245590589
CONCERNGRPc_W49,steered,8.0,False,1.043457841309818
CONCERNGRPc_W49,steered,10.0,False,1.1731533730738652
CONCERNGRPc_W49,steered,12.0,False,0.778356245819928
CONCERNGRPc_W49,steered,14.0,False,0.2712830343614875
CONCERNGRPc_W49,steered,16.0,False,0.20631774181617446
CONCERNGRPc_W49,steered,18.0,False,0.21425489956726973
CONCERNGRPc_W49,steered,20.0,False,0.2127011778886826
CONFb_W42,declared,,False,0.7971717246381691
CONFb_W42,steered,0.0,False,0.0
CONFb_W42,steered,2.0,False,0.36150293308892933
CONFb_W42,steered,4.0,False,0.3991658949242824
CONFb_W42,steered,6.0,False,0.8133394190620834
CONFb_W42,steered,8.0,False,0.9445080591679234
CONFb_W42,steered,10.0,False,0.31908593085484416
CONFb_W42,steered,12.0,False,0.3070972882418887
CONFb_W42,steered,14.0,False,0.4852420788032563
CONFb_W42,steered,16.0,False,0.5267277899999999
CONFb_W42,steered,18.0,False,0.4992104933280245
CONFb_W42,steered,20.0,False,0.44172358912134585
CONFc_W42,declared,,False,0.7127398618185592
CONFc_W42,steered,0.0,False,0.0
CONFc_W42,steered,2.0,False,0.46831398999999996
CONFc_W42,steered,4.0,False,0.6599398098627285
CONFc_W42,steered,6.0,False,1.1113707257243464
CONFc_W42,steered,8.0,False,1.1064324610643244
CONFc_W42,steered,10.0,False,0.41352148844620096
CONFc_W42,steered,12.0,False,0.2905882631889745
CONFc_W42,steered,14.0,False,0.4775108813547986
CONFc_W42,steered,16.0,False,0.5234369553531795
CONFc_W42,steered,18.0,False,0.5014670204575198
CONFc_W42,steered,20.0,False,0.44627647832378325
CONFe_W42,declared,,False,1.2079106662955494
CONFe_W42,steered,0.0,False,0.0
CONFe_W42,steered,2.0,False,0.36113102638868994
CONFe_W42,steered,4.0,False,0.5881196050071844
CONFe_W42,steered,6.0,False,1.0195229236483443
CONFe_W42,steered,8.0,False,1.0139621092979452
CONFe_W42,steered,10.0,False,0.28503721960112327
CONFe_W42,steered,12.0,False,0.3654712972408912
CONFe_W42,steered,14.0,False,0.5592008077827398
CONFe_W42,steered,16.0,False,0.5982338559823386
CONFe_W42,steered,18.0,False,0.5753402284931957
CONFe_W42,steered,20.0,False,0.5148697373894016
CONFg_W42,declared,,False,1.315264049974783
CONFg_W42,steered,0.0,False,0.0
CONFg_W42,steered,2.0,False,0.29846335919903993
CONFg_W42,steered,4.0,False,0.43835157712807227
CONFg_W42,steered,6.0,False,0.9678002840634389
CONFg_W42,steered,8.0,False,1.1252014752309627
CONFg_W42,steered,10.0,False,0.506006111437503
CONFg_W42,steered,12.0,False,0.22150317030651245
CONFg_W42,steered,14.0,False,0.4452146756464608
CONFg_W42,steered,16.0,False,0.5095810701309293
CONFg_W42,steered,18.0,False,0.5118671302373428
CONFg_W42,steered,20.0,False,0.4621116094998778
CONTROLCO_W49,declared,,False,0.5435424594869479
CONTROLCO_W49,steered,0.0,False,0.0
CONTROLCO_W49,steered,2.0,False,0.2235054954392512
CONTROLCO_W49,steered,4.0,False,0.6513859463130622
CONTROLCO_W49,steered,6.0,False,1.2389614450165818
CONTROLCO_W49,steered,8.0,False,1.497002431482695
CONTROLCO_W49,steered,10.0,False,0.7366669524456527
CONTROLCO_W49,steered,12.0,False,0.312920451631492
CONTROLCO_W49,steered,14.0,False,0.5727083767882349
CONTROLCO_W49,steered,16.0,False,0.6996012566999973
CONTROLCO_W49,steered,18.0,False,0.7047883985392913
CONTROLCO_W49,steered,20.0,False,0.6530052065300521
CONTROLGRPc_W49,declared,,False,0.2142059848278579
CONTROLGRPc_W49,steered,0.0,False,0.0
CONTROLGRPc_W49,steered,2.0,False,0.6205563025909686
CONTROLGRPc_W49,steered,4.0,False,0.6604325179323485
CONTROLGRPc_W49,steered,6.0,False,0.7602838974188735
CONTROLGRPc_W49,steered,8.0,False,0.83641886593696
CONTROLGRPc_W49,steered,10.0,False,0.40537526040138544
CONTROLGRPc_W49,steered,12.0,False,0.1599614568007709
CONTROLGRPc_W49,steered,14.0,False,0.20918355808750017
CONTROLGRPc_W49,steered,16.0,False,0.2258826990460821
CONTROLGRPc_W49,steered,18.0,False,0.22498433420820435
CONTROLGRPc_W49,steered,20.0,False,0.21624010740641786
DATAUSEd_W49,declared,,False,0.005457120893134548
DATAUSEd_W49,steered,0.0,False,0.0
DATAUSEd_W49,steered,2.0,False,0.18223438790230984
DATAUSEd_W49,steered,4.0,False,0.06262545565720312
DATAUSEd_W49,steered,6.0,False,0.1472008854930097
DATAUSEd_W49,steered,8.0,False,0.2481110644347666
DATAUSEd_W49,steered,10.0,False,0.25595927719882205
DATAUSEd_W49,steered,12.0,False,0.21790702542218293
DATAUSEd_W49,steered,14.0,False,0.2213442109466846
DATAUSEd_W49,steered,16.0,False,0.23007640705551713
DATAUSEd_W49,steered,18.0,False,0.23484486967502882
DATAUSEd_W49,steered,20.0,False,0.23565349641247935
DNA2b_W50,declared,,False,0.09128464730436237
DNA2b_W50,steered,0.0,False,0.0
DNA2b_W50,steered,2.0,False,0.02842808771528027
DNA2b_W50,steered,4.0,False,0.16871708493848747
DNA2b_W50,steered,6.0,False,0.33335890602456275
DNA2b_W50,steered,8.0,False,0.42211289511412997
